#x y z n map H1 H2 H3 C
14 0 0 448 1 0.002000 -0.002000 0.000000 0.000000 
14 1 0 449 0 0.000000 0.000000 0.000000 0.000000 
14 2 0 450 0 0.000000 0.000000 0.000000 0.000000 
14 3 0 451 0 0.000000 0.000000 0.000000 0.000000 
14 4 0 452 0 0.000000 0.000000 0.000000 0.000000 
14 5 0 453 0 0.000000 0.000000 0.000000 0.000000 
14 6 0 454 0 0.000000 0.000000 0.000000 0.000000 
14 7 0 455 0 0.000000 0.000000 0.000000 0.000000 
14 8 0 456 0 0.000000 0.000000 0.000000 0.000000 
14 9 0 457 0 0.000000 0.000000 0.000000 0.000000 
14 10 0 458 0 0.000000 0.000000 0.000000 0.000000 
14 11 0 459 0 0.000000 0.000000 0.000000 0.000000 
14 12 0 460 0 0.000000 0.000000 0.000000 0.000000 
14 13 0 461 0 0.000000 0.000000 0.000000 0.000000 
14 14 0 462 0 0.000000 0.000000 0.000000 0.000000 
14 15 0 463 0 0.000000 0.000000 0.000000 0.000000 
14 16 0 464 0 0.000000 0.000000 0.000000 0.000000 
14 17 0 465 0 0.000000 0.000000 0.000000 0.000000 
14 18 0 466 0 0.000000 0.000000 0.000000 0.000000 
14 19 0 467 0 0.000000 0.000000 0.000000 0.000000 
14 20 0 468 0 0.000000 0.000000 0.000000 0.000000 
14 21 0 469 0 0.000000 0.000000 0.000000 0.000000 
14 22 0 470 0 0.000000 0.000000 0.000000 0.000000 
14 23 0 471 0 0.000000 0.000000 0.000000 0.000000 
14 24 0 472 0 0.000000 0.000000 0.000000 0.000000 
14 25 0 473 0 0.000000 0.000000 0.000000 0.000000 
14 26 0 474 0 0.000000 0.000000 0.000000 0.000000 
14 27 0 475 0 0.000000 0.000000 0.000000 0.000000 
14 28 0 476 0 0.000000 0.000000 0.000000 0.000000 
14 29 0 477 0 0.000000 0.000000 0.000000 0.000000 
14 30 0 478 0 0.000000 0.000000 0.000000 0.000000 
14 31 0 479 1 0.002000 -0.002000 0.000000 0.000000 
15 0 0 480 1 0.002000 -0.002000 0.000000 0.000000 
15 1 0 481 0 0.000000 0.000000 0.000000 0.000000 
15 2 0 482 0 0.000000 0.000000 0.000000 0.000000 
15 3 0 483 0 0.000000 0.000000 0.000000 0.000000 
15 4 0 484 0 0.000000 0.000000 0.000000 0.000000 
15 5 0 485 0 0.000000 0.000000 0.000000 0.000000 
15 6 0 486 0 0.000000 0.000000 0.000000 0.000000 
15 7 0 487 0 0.000000 0.000000 0.000000 0.000000 
15 8 0 488 0 0.000000 0.000000 0.000000 0.000000 
15 9 0 489 0 0.000000 0.000000 0.000000 0.000000 
15 10 0 490 0 0.000000 0.000000 0.000000 0.000000 
15 11 0 491 0 0.000000 0.000000 0.000000 0.000000 
15 12 0 492 0 0.000000 0.000000 0.000000 0.000000 
15 13 0 493 0 0.000000 0.000000 0.000000 0.000000 
15 14 0 494 0 0.000000 0.000000 0.000000 0.000000 
15 15 0 495 0 0.000000 0.000000 0.000000 0.000000 
15 16 0 496 0 0.000000 0.000000 0.000000 0.000000 
15 17 0 497 0 0.000000 0.000000 0.000000 0.000000 
15 18 0 498 0 0.000000 0.000000 0.000000 0.000000 
15 19 0 499 0 0.000000 0.000000 0.000000 0.000000 
15 20 0 500 0 0.000000 0.000000 0.000000 0.000000 
15 21 0 501 0 0.000000 0.000000 0.000000 0.000000 
15 22 0 502 0 0.000000 0.000000 0.000000 0.000000 
15 23 0 503 0 0.000000 0.000000 0.000000 0.000000 
15 24 0 504 0 0.000000 0.000000 0.000000 0.000000 
15 25 0 505 0 0.000000 0.000000 0.000000 0.000000 
15 26 0 506 0 0.000000 0.000000 0.000000 0.000000 
15 27 0 507 0 0.000000 0.000000 0.000000 0.000000 
15 28 0 508 0 0.000000 0.000000 0.000000 0.000000 
15 29 0 509 0 0.000000 0.000000 0.000000 0.000000 
15 30 0 510 0 0.000000 0.000000 0.000000 0.000000 
15 31 0 511 1 0.002000 -0.002000 0.000000 0.000000 
16 0 0 512 1 0.002000 -0.002000 0.000000 0.000000 
16 1 0 513 0 0.000000 0.000000 0.000000 0.000000 
16 2 0 514 0 0.000000 0.000000 0.000000 0.000000 
16 3 0 515 0 0.000000 0.000000 0.000000 0.000000 
16 4 0 516 0 0.000000 0.000000 0.000000 0.000000 
16 5 0 517 0 0.000000 0.000000 0.000000 0.000000 
16 6 0 518 0 0.000000 0.000000 0.000000 0.000000 
16 7 0 519 0 0.000000 0.000000 0.000000 0.000000 
16 8 0 520 0 0.000000 0.000000 0.000000 0.000000 
16 9 0 521 0 0.000000 0.000000 0.000000 0.000000 
16 10 0 522 0 0.000000 0.000000 0.000000 0.000000 
16 11 0 523 0 0.000000 0.000000 0.000000 0.000000 
16 12 0 524 0 0.000000 0.000000 0.000000 0.000000 
16 13 0 525 0 0.000000 0.000000 0.000000 0.000000 
16 14 0 526 0 0.000000 0.000000 0.000000 0.000000 
16 15 0 527 0 0.000000 0.000000 0.000000 0.000000 
16 16 0 528 0 0.000000 0.000000 0.000000 0.000000 
16 17 0 529 0 0.000000 0.000000 0.000000 0.000000 
16 18 0 530 0 0.000000 0.000000 0.000000 0.000000 
16 19 0 531 0 0.000000 0.000000 0.000000 0.000000 
16 20 0 532 0 0.000000 0.000000 0.000000 0.000000 
16 21 0 533 0 0.000000 0.000000 0.000000 0.000000 
16 22 0 534 0 0.000000 0.000000 0.000000 0.000000 
16 23 0 535 0 0.000000 0.000000 0.000000 0.000000 
16 24 0 536 0 0.000000 0.000000 0.000000 0.000000 
16 25 0 537 0 0.000000 0.000000 0.000000 0.000000 
16 26 0 538 0 0.000000 0.000000 0.000000 0.000000 
16 27 0 539 0 0.000000 0.000000 0.000000 0.000000 
16 28 0 540 0 0.000000 0.000000 0.000000 0.000000 
16 29 0 541 0 0.000000 0.000000 0.000000 0.000000 
16 30 0 542 0 0.000000 0.000000 0.000000 0.000000 
16 31 0 543 1 0.002000 -0.002000 0.000000 0.000000 
17 0 0 544 1 0.002000 -0.002000 0.000000 0.000000 
17 1 0 545 0 0.000000 0.000000 0.000000 0.000000 
17 2 0 546 0 0.000000 0.000000 0.000000 0.000000 
17 3 0 547 0 0.000000 0.000000 0.000000 0.000000 
17 4 0 548 0 0.000000 0.000000 0.000000 0.000000 
17 5 0 549 0 0.000000 0.000000 0.000000 0.000000 
17 6 0 550 0 0.000000 0.000000 0.000000 0.000000 
17 7 0 551 0 0.000000 0.000000 0.000000 0.000000 
17 8 0 552 0 0.000000 0.000000 0.000000 0.000000 
17 9 0 553 0 0.000000 0.000000 0.000000 0.000000 
17 10 0 554 0 0.000000 0.000000 0.000000 0.000000 
17 11 0 555 0 0.000000 0.000000 0.000000 0.000000 
17 12 0 556 0 0.000000 0.000000 0.000000 0.000000 
17 13 0 557 0 0.000000 0.000000 0.000000 0.000000 
17 14 0 558 0 0.000000 0.000000 0.000000 0.000000 
17 15 0 559 0 0.000000 0.000000 0.000000 0.000000 
17 16 0 560 0 0.000000 0.000000 0.000000 0.000000 
17 17 0 561 0 0.000000 0.000000 0.000000 0.000000 
17 18 0 562 0 0.000000 0.000000 0.000000 0.000000 
17 19 0 563 0 0.000000 0.000000 0.000000 0.000000 
17 20 0 564 0 0.000000 0.000000 0.000000 0.000000 
17 21 0 565 0 0.000000 0.000000 0.000000 0.000000 
17 22 0 566 0 0.000000 0.000000 0.000000 0.000000 
17 23 0 567 0 0.000000 0.000000 0.000000 0.000000 
17 24 0 568 0 0.000000 0.000000 0.000000 0.000000 
17 25 0 569 0 0.000000 0.000000 0.000000 0.000000 
17 26 0 570 0 0.000000 0.000000 0.000000 0.000000 
17 27 0 571 0 0.000000 0.000000 0.000000 0.000000 
17 28 0 572 0 0.000000 0.000000 0.000000 0.000000 
17 29 0 573 0 0.000000 0.000000 0.000000 0.000000 
17 30 0 574 0 0.000000 0.000000 0.000000 0.000000 
17 31 0 575 1 0.002000 -0.002000 0.000000 0.000000 
18 0 0 576 1 0.002000 -0.002000 0.000000 0.000000 
18 1 0 577 0 0.000000 0.000000 0.000000 0.000000 
18 2 0 578 0 0.000000 0.000000 0.000000 0.000000 
18 3 0 579 0 0.000000 0.000000 0.000000 0.000000 
18 4 0 580 0 0.000000 0.000000 0.000000 0.000000 
18 5 0 581 0 0.000000 0.000000 0.000000 0.000000 
18 6 0 582 0 0.000000 0.000000 0.000000 0.000000 
18 7 0 583 0 0.000000 0.000000 0.000000 0.000000 
18 8 0 584 0 0.000000 0.000000 0.000000 0.000000 
18 9 0 585 0 0.000000 0.000000 0.000000 0.000000 
18 10 0 586 0 0.000000 0.000000 0.000000 0.000000 
18 11 0 587 0 0.000000 0.000000 0.000000 0.000000 
18 12 0 588 0 0.000000 0.000000 0.000000 0.000000 
18 13 0 589 0 0.000000 0.000000 0.000000 0.000000 
18 14 0 590 0 0.000000 0.000000 0.000000 0.000000 
18 15 0 591 0 0.000000 0.000000 0.000000 0.000000 
18 16 0 592 0 0.000000 0.000000 0.000000 0.000000 
18 17 0 593 0 0.000000 0.000000 0.000000 0.000000 
18 18 0 594 0 0.000000 0.000000 0.000000 0.000000 
18 19 0 595 0 0.000000 0.000000 0.000000 0.000000 
18 20 0 596 0 0.000000 0.000000 0.000000 0.000000 
18 21 0 597 0 0.000000 0.000000 0.000000 0.000000 
18 22 0 598 0 0.000000 0.000000 0.000000 0.000000 
18 23 0 599 0 0.000000 0.000000 0.000000 0.000000 
18 24 0 600 0 0.000000 0.000000 0.000000 0.000000 
18 25 0 601 0 0.000000 0.000000 0.000000 0.000000 
18 26 0 602 0 0.000000 0.000000 0.000000 0.000000 
18 27 0 603 0 0.000000 0.000000 0.000000 0.000000 
18 28 0 604 0 0.000000 0.000000 0.000000 0.000000 
18 29 0 605 0 0.000000 0.000000 0.000000 0.000000 
18 30 0 606 0 0.000000 0.000000 0.000000 0.000000 
18 31 0 607 1 0.002000 -0.002000 0.000000 0.000000 
19 0 0 608 1 0.002000 -0.002000 0.000000 0.000000 
19 1 0 609 0 0.000000 0.000000 0.000000 0.000000 
19 2 0 610 0 0.000000 0.000000 0.000000 0.000000 
19 3 0 611 0 0.000000 0.000000 0.000000 0.000000 
19 4 0 612 0 0.000000 0.000000 0.000000 0.000000 
19 5 0 613 0 0.000000 0.000000 0.000000 0.000000 
19 6 0 614 0 0.000000 0.000000 0.000000 0.000000 
19 7 0 615 0 0.000000 0.000000 0.000000 0.000000 
19 8 0 616 0 0.000000 0.000000 0.000000 0.000000 
19 9 0 617 0 0.000000 0.000000 0.000000 0.000000 
19 10 0 618 0 0.000000 0.000000 0.000000 0.000000 
19 11 0 619 0 0.000000 0.000000 0.000000 0.000000 
19 12 0 620 0 0.000000 0.000000 0.000000 0.000000 
19 13 0 621 0 0.000000 0.000000 0.000000 0.000000 
19 14 0 622 0 0.000000 0.000000 0.000000 0.000000 
19 15 0 623 0 0.000000 0.000000 0.000000 0.000000 
19 16 0 624 0 0.000000 0.000000 0.000000 0.000000 
19 17 0 625 0 0.000000 0.000000 0.000000 0.000000 
19 18 0 626 0 0.000000 0.000000 0.000000 0.000000 
19 19 0 627 0 0.000000 0.000000 0.000000 0.000000 
19 20 0 628 0 0.000000 0.000000 0.000000 0.000000 
19 21 0 629 0 0.000000 0.000000 0.000000 0.000000 
19 22 0 630 0 0.000000 0.000000 0.000000 0.000000 
19 23 0 631 0 0.000000 0.000000 0.000000 0.000000 
19 24 0 632 0 0.000000 0.000000 0.000000 0.000000 
19 25 0 633 0 0.000000 0.000000 0.000000 0.000000 
19 26 0 634 0 0.000000 0.000000 0.000000 0.000000 
19 27 0 635 0 0.000000 0.000000 0.000000 0.000000 
19 28 0 636 0 0.000000 0.000000 0.000000 0.000000 
19 29 0 637 0 0.000000 0.000000 0.000000 0.000000 
19 30 0 638 0 0.000000 0.000000 0.000000 0.000000 
19 31 0 639 1 0.002000 -0.002000 0.000000 0.000000 
20 0 0 640 1 0.002000 -0.002000 0.000000 0.000000 
20 1 0 641 0 0.000000 0.000000 0.000000 0.000000 
20 2 0 642 0 0.000000 0.000000 0.000000 0.000000 
20 3 0 643 0 0.000000 0.000000 0.000000 0.000000 
20 4 0 644 0 0.000000 0.000000 0.000000 0.000000 
20 5 0 645 0 0.000000 0.000000 0.000000 0.000000 
20 6 0 646 0 0.000000 0.000000 0.000000 0.000000 
20 7 0 647 0 0.000000 0.000000 0.000000 0.000000 
20 8 0 648 0 0.000000 0.000000 0.000000 0.000000 
20 9 0 649 0 0.000000 0.000000 0.000000 0.000000 
20 10 0 650 0 0.000000 0.000000 0.000000 0.000000 
20 11 0 651 0 0.000000 0.000000 0.000000 0.000000 
20 12 0 652 0 0.000000 0.000000 0.000000 0.000000 
20 13 0 653 0 0.000000 0.000000 0.000000 0.000000 
20 14 0 654 0 0.000000 0.000000 0.000000 0.000000 
20 15 0 655 0 0.000000 0.000000 0.000000 0.000000 
20 16 0 656 0 0.000000 0.000000 0.000000 0.000000 
20 17 0 657 0 0.000000 0.000000 0.000000 0.000000 
20 18 0 658 0 0.000000 0.000000 0.000000 0.000000 
20 19 0 659 0 0.000000 0.000000 0.000000 0.000000 
20 20 0 660 0 0.000000 0.000000 0.000000 0.000000 
20 21 0 661 0 0.000000 0.000000 0.000000 0.000000 
20 22 0 662 0 0.000000 0.000000 0.000000 0.000000 
20 23 0 663 0 0.000000 0.000000 0.000000 0.000000 
20 24 0 664 0 0.000000 0.000000 0.000000 0.000000 
20 25 0 665 0 0.000000 0.000000 0.000000 0.000000 
20 26 0 666 0 0.000000 0.000000 0.000000 0.000000 
20 27 0 667 0 0.000000 0.000000 0.000000 0.000000 
20 28 0 668 0 0.000000 0.000000 0.000000 0.000000 
20 29 0 669 0 0.000000 0.000000 0.000000 0.000000 
20 30 0 670 0 0.000000 0.000000 0.000000 0.000000 
20 31 0 671 1 0.002000 -0.002000 0.000000 0.000000 
21 0 0 672 1 0.002000 -0.002000 0.000000 0.000000 
21 1 0 673 0 0.000000 0.000000 0.000000 0.000000 
21 2 0 674 0 0.000000 0.000000 0.000000 0.000000 
21 3 0 675 0 0.000000 0.000000 0.000000 0.000000 
21 4 0 676 0 0.000000 0.000000 0.000000 0.000000 
21 5 0 677 0 0.000000 0.000000 0.000000 0.000000 
21 6 0 678 0 0.000000 0.000000 0.000000 0.000000 
21 7 0 679 0 0.000000 0.000000 0.000000 0.000000 
21 8 0 680 0 0.000000 0.000000 0.000000 0.000000 
21 9 0 681 0 0.000000 0.000000 0.000000 0.000000 
21 10 0 682 0 0.000000 0.000000 0.000000 0.000000 
21 11 0 683 0 0.000000 0.000000 0.000000 0.000000 
21 12 0 684 0 0.000000 0.000000 0.000000 0.000000 
21 13 0 685 0 0.000000 0.000000 0.000000 0.000000 
21 14 0 686 0 0.000000 0.000000 0.000000 0.000000 
21 15 0 687 0 0.000000 0.000000 0.000000 0.000000 
21 16 0 688 0 0.000000 0.000000 0.000000 0.000000 
21 17 0 689 0 0.000000 0.000000 0.000000 0.000000 
21 18 0 690 0 0.000000 0.000000 0.000000 0.000000 
21 19 0 691 0 0.000000 0.000000 0.000000 0.000000 
21 20 0 692 0 0.000000 0.000000 0.000000 0.000000 
21 21 0 693 0 0.000000 0.000000 0.000000 0.000000 
21 22 0 694 0 0.000000 0.000000 0.000000 0.000000 
21 23 0 695 0 0.000000 0.000000 0.000000 0.000000 
21 24 0 696 0 0.000000 0.000000 0.000000 0.000000 
21 25 0 697 0 0.000000 0.000000 0.000000 0.000000 
21 26 0 698 0 0.000000 0.000000 0.000000 0.000000 
21 27 0 699 0 0.000000 0.000000 0.000000 0.000000 
21 28 0 700 0 0.000000 0.000000 0.000000 0.000000 
21 29 0 701 0 0.000000 0.000000 0.000000 0.000000 
21 30 0 702 0 0.000000 0.000000 0.000000 0.000000 
21 31 0 703 1 0.002000 -0.002000 0.000000 0.000000 
22 0 0 704 1 0.002000 -0.002000 0.000000 0.000000 
22 1 0 705 0 0.000000 0.000000 0.000000 0.000000 
22 2 0 706 0 0.000000 0.000000 0.000000 0.000000 
22 3 0 707 0 0.000000 0.000000 0.000000 0.000000 
22 4 0 708 0 0.000000 0.000000 0.000000 0.000000 
22 5 0 709 0 0.000000 0.000000 0.000000 0.000000 
22 6 0 710 0 0.000000 0.000000 0.000000 0.000000 
22 7 0 711 0 0.000000 0.000000 0.000000 0.000000 
22 8 0 712 0 0.000000 0.000000 0.000000 0.000000 
22 9 0 713 0 0.000000 0.000000 0.000000 0.000000 
22 10 0 714 0 0.000000 0.000000 0.000000 0.000000 
22 11 0 715 0 0.000000 0.000000 0.000000 0.000000 
22 12 0 716 0 0.000000 0.000000 0.000000 0.000000 
22 13 0 717 0 0.000000 0.000000 0.000000 0.000000 
22 14 0 718 0 0.000000 0.000000 0.000000 0.000000 
22 15 0 719 0 0.000000 0.000000 0.000000 0.000000 
22 16 0 720 0 0.000000 0.000000 0.000000 0.000000 
22 17 0 721 0 0.000000 0.000000 0.000000 0.000000 
22 18 0 722 0 0.000000 0.000000 0.000000 0.000000 
22 19 0 723 0 0.000000 0.000000 0.000000 0.000000 
22 20 0 724 0 0.000000 0.000000 0.000000 0.000000 
22 21 0 725 0 0.000000 0.000000 0.000000 0.000000 
22 22 0 726 0 0.000000 0.000000 0.000000 0.000000 
22 23 0 727 0 0.000000 0.000000 0.000000 0.000000 
22 24 0 728 0 0.000000 0.000000 0.000000 0.000000 
22 25 0 729 0 0.000000 0.000000 0.000000 0.000000 
22 26 0 730 0 0.000000 0.000000 0.000000 0.000000 
22 27 0 731 0 0.000000 0.000000 0.000000 0.000000 
22 28 0 732 0 0.000000 0.000000 0.000000 0.000000 
22 29 0 733 0 0.000000 0.000000 0.000000 0.000000 
22 30 0 734 0 0.000000 0.000000 0.000000 0.000000 
22 31 0 735 1 0.002000 -0.002000 0.000000 0.000000 
23 0 0 736 1 0.002000 -0.002000 0.000000 0.000000 
23 1 0 737 0 0.000000 0.000000 0.000000 0.000000 
23 2 0 738 0 0.000000 0.000000 0.000000 0.000000 
23 3 0 739 0 0.000000 0.000000 0.000000 0.000000 
23 4 0 740 0 0.000000 0.000000 0.000000 0.000000 
23 5 0 741 0 0.000000 0.000000 0.000000 0.000000 
23 6 0 742 0 0.000000 0.000000 0.000000 0.000000 
23 7 0 743 0 0.000000 0.000000 0.000000 0.000000 
23 8 0 744 0 0.000000 0.000000 0.000000 0.000000 
23 9 0 745 0 0.000000 0.000000 0.000000 0.000000 
23 10 0 746 0 0.000000 0.000000 0.000000 0.000000 
23 11 0 747 0 0.000000 0.000000 0.000000 0.000000 
23 12 0 748 0 0.000000 0.000000 0.000000 0.000000 
23 13 0 749 0 0.000000 0.000000 0.000000 0.000000 
23 14 0 750 0 0.000000 0.000000 0.000000 0.000000 
23 15 0 751 0 0.000000 0.000000 0.000000 0.000000 
23 16 0 752 0 0.000000 0.000000 0.000000 0.000000 
23 17 0 753 0 0.000000 0.000000 0.000000 0.000000 
23 18 0 754 0 0.000000 0.000000 0.000000 0.000000 
23 19 0 755 0 0.000000 0.000000 0.000000 0.000000 
23 20 0 756 0 0.000000 0.000000 0.000000 0.000000 
23 21 0 757 0 0.000000 0.000000 0.000000 0.000000 
23 22 0 758 0 0.000000 0.000000 0.000000 0.000000 
23 23 0 759 0 0.000000 0.000000 0.000000 0.000000 
23 24 0 760 0 0.000000 0.000000 0.000000 0.000000 
23 25 0 761 0 0.000000 0.000000 0.000000 0.000000 
23 26 0 762 0 0.000000 0.000000 0.000000 0.000000 
23 27 0 763 0 0.000000 0.000000 0.000000 0.000000 
23 28 0 764 0 0.000000 0.000000 0.000000 0.000000 
23 29 0 765 0 0.000000 0.000000 0.000000 0.000000 
23 30 0 766 0 0.000000 0.000000 0.000000 0.000000 
23 31 0 767 1 0.002000 -0.002000 0.000000 0.000000 
24 0 0 768 1 0.002000 -0.002000 0.000000 0.000000 
24 1 0 769 0 0.000000 0.000000 0.000000 0.000000 
24 2 0 770 0 0.000000 0.000000 0.000000 0.000000 
24 3 0 771 0 0.000000 0.000000 0.000000 0.000000 
24 4 0 772 0 0.000000 0.000000 0.000000 0.000000 
24 5 0 773 0 0.000000 0.000000 0.000000 0.000000 
24 6 0 774 0 0.000000 0.000000 0.000000 0.000000 
24 7 0 775 0 0.000000 0.000000 0.000000 0.000000 
24 8 0 776 0 0.000000 0.000000 0.000000 0.000000 
24 9 0 777 0 0.000000 0.000000 0.000000 0.000000 
24 10 0 778 0 0.000000 0.000000 0.000000 0.000000 
24 11 0 779 0 0.000000 0.000000 0.000000 0.000000 
24 12 0 780 0 0.000000 0.000000 0.000000 0.000000 
24 13 0 781 0 0.000000 0.000000 0.000000 0.000000 
24 14 0 782 0 0.000000 0.000000 0.000000 0.000000 
24 15 0 783 0 0.000000 0.000000 0.000000 0.000000 
24 16 0 784 0 0.000000 0.000000 0.000000 0.000000 
24 17 0 785 0 0.000000 0.000000 0.000000 0.000000 
24 18 0 786 0 0.000000 0.000000 0.000000 0.000000 
24 19 0 787 0 0.000000 0.000000 0.000000 0.000000 
24 20 0 788 0 0.000000 0.000000 0.000000 0.000000 
24 21 0 789 0 0.000000 0.000000 0.000000 0.000000 
24 22 0 790 0 0.000000 0.000000 0.000000 0.000000 
24 23 0 791 0 0.000000 0.000000 0.000000 0.000000 
24 24 0 792 0 0.000000 0.000000 0.000000 0.000000 
24 25 0 793 0 0.000000 0.000000 0.000000 0.000000 
24 26 0 794 0 0.000000 0.000000 0.000000 0.000000 
24 27 0 795 0 0.000000 0.000000 0.000000 0.000000 
24 28 0 796 0 0.000000 0.000000 0.000000 0.000000 
24 29 0 797 0 0.000000 0.000000 0.000000 0.000000 
24 30 0 798 0 0.000000 0.000000 0.000000 0.000000 
24 31 0 799 1 0.002000 -0.002000 0.000000 0.000000 
25 0 0 800 1 0.002000 -0.002000 0.000000 0.000000 
25 1 0 801 0 0.000000 0.000000 0.000000 0.000000 
25 2 0 802 0 0.000000 0.000000 0.000000 0.000000 
25 3 0 803 0 0.000000 0.000000 0.000000 0.000000 
25 4 0 804 0 0.000000 0.000000 0.000000 0.000000 
25 5 0 805 0 0.000000 0.000000 0.000000 0.000000 
25 6 0 806 0 0.000000 0.000000 0.000000 0.000000 
25 7 0 807 0 0.000000 0.000000 0.000000 0.000000 
25 8 0 808 0 0.000000 0.000000 0.000000 0.000000 
25 9 0 809 0 0.000000 0.000000 0.000000 0.000000 
25 10 0 810 0 0.000000 0.000000 0.000000 0.000000 
25 11 0 811 0 0.000000 0.000000 0.000000 0.000000 
25 12 0 812 0 0.000000 0.000000 0.000000 0.000000 
25 13 0 813 0 0.000000 0.000000 0.000000 0.000000 
25 14 0 814 0 0.000000 0.000000 0.000000 0.000000 
25 15 0 815 0 0.000000 0.000000 0.000000 0.000000 
25 16 0 816 0 0.000000 0.000000 0.000000 0.000000 
25 17 0 817 0 0.000000 0.000000 0.000000 0.000000 
25 18 0 818 0 0.000000 0.000000 0.000000 0.000000 
25 19 0 819 0 0.000000 0.000000 0.000000 0.000000 
25 20 0 820 0 0.000000 0.000000 0.000000 0.000000 
25 21 0 821 0 0.000000 0.000000 0.000000 0.000000 
25 22 0 822 0 0.000000 0.000000 0.000000 0.000000 
25 23 0 823 0 0.000000 0.000000 0.000000 0.000000 
25 24 0 824 0 0.000000 0.000000 0.000000 0.000000 
25 25 0 825 0 0.000000 0.000000 0.000000 0.000000 
25 26 0 826 0 0.000000 0.000000 0.000000 0.000000 
25 27 0 827 0 0.000000 0.000000 0.000000 0.000000 
25 28 0 828 0 0.000000 0.000000 0.000000 0.000000 
25 29 0 829 0 0.000000 0.000000 0.000000 0.000000 
25 30 0 830 0 0.000000 0.000000 0.000000 0.000000 
25 31 0 831 1 0.002000 -0.002000 0.000000 0.000000 
26 0 0 832 1 0.002000 -0.002000 0.000000 0.000000 
26 1 0 833 0 0.000000 0.000000 0.000000 0.000000 
26 2 0 834 0 0.000000 0.000000 0.000000 0.000000 
26 3 0 835 0 0.000000 0.000000 0.000000 0.000000 
26 4 0 836 0 0.000000 0.000000 0.000000 0.000000 
26 5 0 837 0 0.000000 0.000000 0.000000 0.000000 
26 6 0 838 0 0.000000 0.000000 0.000000 0.000000 
26 7 0 839 0 0.000000 0.000000 0.000000 0.000000 
26 8 0 840 0 0.000000 0.000000 0.000000 0.000000 
26 9 0 841 0 0.000000 0.000000 0.000000 0.000000 
26 10 0 842 0 0.000000 0.000000 0.000000 0.000000 
26 11 0 843 0 0.000000 0.000000 0.000000 0.000000 
26 12 0 844 0 0.000000 0.000000 0.000000 0.000000 
26 13 0 845 0 0.000000 0.000000 0.000000 0.000000 
26 14 0 846 0 0.000000 0.000000 0.000000 0.000000 
26 15 0 847 0 0.000000 0.000000 0.000000 0.000000 
26 16 0 848 0 0.000000 0.000000 0.000000 0.000000 
26 17 0 849 0 0.000000 0.000000 0.000000 0.000000 
26 18 0 850 0 0.000000 0.000000 0.000000 0.000000 
26 19 0 851 0 0.000000 0.000000 0.000000 0.000000 
26 20 0 852 0 0.000000 0.000000 0.000000 0.000000 
26 21 0 853 0 0.000000 0.000000 0.000000 0.000000 
26 22 0 854 0 0.000000 0.000000 0.000000 0.000000 
26 23 0 855 0 0.000000 0.000000 0.000000 0.000000 
26 24 0 856 0 0.000000 0.000000 0.000000 0.000000 
26 25 0 857 0 0.000000 0.000000 0.000000 0.000000 
26 26 0 858 0 0.000000 0.000000 0.000000 0.000000 
26 27 0 859 0 0.000000 0.000000 0.000000 0.000000 
26 28 0 860 0 0.000000 0.000000 0.000000 0.000000 
26 29 0 861 0 0.000000 0.000000 0.000000 0.000000 
26 30 0 862 0 0.000000 0.000000 0.000000 0.000000 
26 31 0 863 1 0.002000 -0.002000 0.000000 0.000000 
27 0 0 864 1 0.002000 -0.002000 0.000000 0.000000 
27 1 0 865 0 0.000000 0.000000 0.000000 0.000000 
27 2 0 866 0 0.000000 0.000000 0.000000 0.000000 
27 3 0 867 0 0.000000 0.000000 0.000000 0.000000 
27 4 0 868 0 0.000000 0.000000 0.000000 0.000000 
27 5 0 869 0 0.000000 0.000000 0.000000 0.000000 
27 6 0 870 0 0.000000 0.000000 0.000000 0.000000 
27 7 0 871 0 0.000000 0.000000 0.000000 0.000000 
27 8 0 872 0 0.000000 0.000000 0.000000 0.000000 
27 9 0 873 0 0.000000 0.000000 0.000000 0.000000 
27 10 0 874 0 0.000000 0.000000 0.000000 0.000000 
27 11 0 875 0 0.000000 0.000000 0.000000 0.000000 
27 12 0 876 0 0.000000 0.000000 0.000000 0.000000 
27 13 0 877 0 0.000000 0.000000 0.000000 0.000000 
27 14 0 878 0 0.000000 0.000000 0.000000 0.000000 
27 15 0 879 0 0.000000 0.000000 0.000000 0.000000 
27 16 0 880 0 0.000000 0.000000 0.000000 0.000000 
27 17 0 881 0 0.000000 0.000000 0.000000 0.000000 
27 18 0 882 0 0.000000 0.000000 0.000000 0.000000 
27 19 0 883 0 0.000000 0.000000 0.000000 0.000000 
27 20 0 884 0 0.000000 0.000000 0.000000 0.000000 
27 21 0 885 0 0.000000 0.000000 0.000000 0.000000 
27 22 0 886 0 0.000000 0.000000 0.000000 0.000000 
27 23 0 887 0 0.000000 0.000000 0.000000 0.000000 
27 24 0 888 0 0.000000 0.000000 0.000000 0.000000 
27 25 0 889 0 0.000000 0.000000 0.000000 0.000000 
27 26 0 890 0 0.000000 0.000000 0.000000 0.000000 
27 27 0 891 0 0.000000 0.000000 0.000000 0.000000 
27 28 0 892 0 0.000000 0.000000 0.000000 0.000000 
27 29 0 893 0 0.000000 0.000000 0.000000 0.000000 
27 30 0 894 0 0.000000 0.000000 0.000000 0.000000 
27 31 0 895 1 0.002000 -0.002000 0.000000 0.000000 
28 0 0 896 1 0.002000 -0.002000 0.000000 0.000000 
28 1 0 897 0 0.000000 0.000000 0.000000 0.000000 
